SAMN08773034,SRR6929626
SAMN08773043,SRR6929620
SAMN08773031,SRR6929625
SAMN11283108,
SAMN08773052,SRR6929634
SAMN08773047,SRR6929639
SAMN03963241,
SAMN03256350,SRR1714120
SAMEA4364219,
SAMN07618127,
SAMN07618126,
SAMN07503734,
SAMN03963238,
SAMN07618129,
SAMN07618125,
SAMN07618121,
SAMN10713359,SRR8566032
SAMN07503733,
SAMN07312445,SRR5878835
SAMN07312447,SRR5878841
SAMD00056131,DRR065947
SAMN07618128,
SAMN07618122,
SAMN07618120,
SAMN07618124,
SAMD00056132,DRR065948
SAMD00056130,DRR065946
SAMN08637771,
SAMN07312492,SRR5884862
SAMN01916957,
SAMN07312477,SRR5884782
SAMN07765387,
SAMN07172369,SRR5617250
SAMN04625459,SRR3360246
SAMN04014855,SRR3112265
SAMN07980822,
SAMN08148171,
SAMN04621488,SRR3341739
SAMN07980821,
SAMN05520965,
SAMN07944243,
SAMN07819355,
SAMN07944240,
SAMN07944241,
SAMN04014856,SRR3112266
SAMN07944239,
SAMN08104834,
SAMN08148591,
SAMN08117235,
SAMN07807403,
SAMN07807399,
SAMN07302603,
SAMN09078534,
SAMN08326676,
SAMN08367768,
SAMN08367769,
SAMN07767837,
SAMN08093640,
SAMN07197446,
SAMN08281024,SRR6474927
SAMN08118424,
SAMN07807402,
SAMN06198938,
SAMN07716515,
SAMN07807400,
SAMN08380008,
SAMN08380022,
SAMN08409128,
SAMN08369073,
SAMN03455998,SRR6519470
SAMN05290638,SRR3736530
SAMN05341196,SRR6515382 SRR6515383
SAMN08040561,
SAMN07291512,SRR6799402
SAMN08630919,
SAMN06341081,
SAMN04498549,SRR3178026
SAMN08498861,
SAMN04014918,SRR3112326
SAMN08380004,
SAMN08380005,
SAMN08579605,
SAMN08579595,
SAMN08579571,
SAMN08579582,
SAMN08579572,
SAMN08579559,
SAMN02991245,SRR2015106
SAMN08579602,
SAMN03098208,SRR1609862 SRR10902697 SRR10902846 SRR10917874 SRR10919325 SRR10980208 SRR11004696 SRR11004697 SRR11004699 SRR11004714 SRR15402780 SRR25712309 SRR25712337
SAMN04558451,SRR3231803
SAMN08579579,
SAMN08579597,
SAMN08579568,
SAMN08579586,
SAMN06250205,
SAMN08380010,
SAMN08380016,
SAMN08380015,
SAMN08380019,
SAMN08380021,
SAMN08380006,
SAMN06448755,
SAMN03996288,SRR2820658
SAMN08579574,
SAMN02991250,SRR2015125
SAMN08579553,
SAMN08469740,
SAMN08874679,
SAMN07291515,SRR6807652
SAMN08579587,
SAMN08579598,
SAMN08579585,
SAMN08579583,
SAMN08579564,
SAMN08579554,
SAMN08579584,
SAMN08579591,
SAMN08579569,
SAMN08630964,
SAMN08579577,
SAMN08579603,
SAMN03098211,SRR1610028
SAMN08619547,
SAMN04014922,SRR3112329
SAMN08579576,
SAMN08579558,
SAMN08579593,
SAMN08579594,
SAMN04516926,SRR3189185
SAMN08579581,
SAMN08579556,
SAMN08579578,SRR8930575 SRR26805704
SAMN04482320,SRR3158400
SAMN02991240,SRR2015050
SAMN08579590,
SAMN04498485,SRR3177671
SAMN11974795,
SAMN08579604,
SAMN08579573,
SAMN08579580,
SAMN08579565,
SAMN08579555,
SAMN08638904,
SAMN02991246,SRR2015112
SAMN03569438,SRR1999784
SAMN08579610,
SAMN08212052,
SAMN08581173,
SAMN08202527,
SAMN08874680,
SAMN08932127,
SAMN07291527,SRR6994977
SAMN07291528,SRR6994979
SAMN07291530,SRR6985676
SAMN07291529,SRR6994980
SAMN08993917,
SAMN08765149,
SAMN05468123,
SAMN04014926,SRR3112331
SAMN09245645,
SAMN04243989,
SAMN09245744,
SAMN09278797,SRR7826316
SAMEA3451135,
SAMEA3468857,
SAMN08724662,SRR7828259
SAMN09381942,
SAMEA19195918,
SAMN08822959,SRR7826361
SAMN09202772,SRR7188515
SAMN07291544,SRR6985737
SAMN08823043,SRR7826944
SAMEA3368272,
SAMN06459520,SRR5296512
SAMN09640158,
SAMN07692432,SRR6127880
SAMN09710898,
SAMN09199078,SRR7631959
SAMN11231229,SRR9643625
SAMN09462202,
SAMN09260320,SRR8082143
SAMN04448503,SRR3305404
SAMN09829654,
SAMN09729056,SRR11850982
SAMN09662618,
SAMN09704974,
SAMN07411561,
SAMN04014908,SRR3290650
SAMN04014927,SRR3112332
SAMN01916927,
SAMN09499316,
SAMN07436715,
SAMN10023797,
SAMN04014930,SRR3112334
SAMN10023796,
SAMN06909172,SRR6942789
SAMN10112494,
SAMN09534373,
SAMN10230268,
SAMN10230267,
SAMN07510673,SRR6442662
SAMN10230266,
SAMN06231252,SRR6474932
SAMN06909177,SRR6474926
SAMN08932733,SRR7026311
SAMN10250173,
SAMN12330870,
SAMN09483841,
SAMN07760925,
SAMN07760931,
SAMN10319568,
SAMN07760933,
SAMN07760941,
SAMN07760930,
SAMN10163173,SRR8176979 SRR8176980
SAMEA3368289,
SAMEA3505365,
SAMD00127374,
SAMEA3403040,
SAMEA3451127,
SAMEA3672878,
SAMD00129668,
SAMEA3861969,
SAMEA3443763,
SAMEA3403043,
SAMEA3451123,
SAMEA3403037,
SAMN08161275,
SAMN08161314,
SAMN08161280,
SAMN08161259,
SAMN08161195,
SAMN08161306,
SAMN08161313,
SAMN08161311,
SAMN08161146,
SAMN08161340,
SAMN08161312,
SAMEA3443772,
SAMEA3443760,
SAMEA3403050,
SAMEA3376924,
SAMEA3446331,
SAMN09717320,
SAMN08932768,SRR7031316
SAMEA3403047,
SAMEA3672879,
SAMEA2689768,
SAMN05194389,SRR3615372
SAMN05194390,SRR3615373
SAMN06219549,
SAMN04549845,SRR3224814
SAMN04531139,SRR3205742
SAMN08161196,
SAMN08161256,
SAMN08161308,
SAMN07759721,
SAMN09533786,SRR7460819
SAMN04549651,SRR3224568
SAMN04531170,SRR3205757
SAMN04504880,SRR3180501
SAMEA3867446,
SAMD00129667,
SAMEA3376930,
SAMEA3468848,
SAMEA3376927,
SAMEA3492660,
SAMN10623993,
SAMN08161317,
SAMN07411973,
SAMN06909178,SRR6942787
SAMEA5128441,ERR2929695
SAMN10837069,
SAMN06909180,SRR6942781
SAMN08161344,
SAMN10824104,
SAMN10817475,
SAMN12275742,
SAMN06819205,
